Ax,Ay,Az,Gx,Gy,Gz,Flow_X,Flow_Y,LiDar
-27.65,-23.07,1011.66,2.32,5.62,9.28,0,0,10
-27.65,-23.07,1011.66,-3.54,8.91,6.35,0,0,10
-26.92,-21.79,1009.83,1.34,-1.83,-0.24,0,0,10
-26.92,-21.79,1009.83,-0.73,-1.95,-0.85,0,0,10
-28.02,-21.61,1010.19,1.46,1.46,-5.62,0,0,10
-28.02,-21.61,1010.19,-2.56,-2.56,1.83,0,0,10
-28.02,-22.71,1011.29,7.81,3.42,-0.61,0,0,11
-28.02,-22.71,1011.29,5.98,2.2,2.69,0,0,10
-28.02,-22.71,1011.29,1.1,-6.96,-4.64,0,0,10
-28.02,-22.71,1011.29,-3.05,1.83,4.03,0,0,11
-27.83,-22.16,1010.93,-2.44,-1.71,7.2,0,0,10
-27.83,-22.16,1010.93,3.17,-0.85,0.37,0,0,10
-28.2,-21.42,1008.91,0.73,3.91,-1.59,0,0,10
-28.2,-21.42,1008.91,3.91,0,-6.96,0,0,10
-25.09,-19.78,1011.47,-2.32,-1.1,-2.81,0,0,10
-25.09,-19.78,1011.47,5.25,-1.1,4.52,0,0,10
-23.99,-23.07,1010.56,-3.17,2.56,-2.2,0,0,10
-23.99,-23.07,1010.56,-0.98,3.42,4.27,0,0,11
-24.9,-22.16,1010.56,-0.49,3.05,5.62,0,0,10
-26.55,-21.61,1011.47,2.56,-1.22,-0.73,0,0,10
-26.55,-21.61,1011.47,2.44,2.56,-0.61,0,0,10
-26.37,-23.25,1012.57,-6.1,-3.05,-3.54,0,0,10
-26.37,-23.25,1012.57,3.54,-2.08,-9.4,0,0,10
-26.73,-24.17,1013.49,-1.34,-0.61,3.3,0,0,10
-26.73,-24.17,1013.49,4.03,-3.17,1.95,0,0,10
-26.73,-24.17,1013.49,-5.37,1.46,-2.81,0,0,11
-26.73,-24.17,1013.49,0.98,-0.24,3.91,0,0,10
-28.02,-22.89,1009.83,-6.96,4.76,-7.45,0,0,10
-28.02,-22.89,1009.83,-3.91,-2.93,-6.71,0,0,10
-29.11,-23.25,1010.01,0.12,0.12,-0.73,0,0,10
-29.11,-23.25,1010.01,-6.84,1.71,-1.34,0,0,10
-27.1,-21.42,1010.01,7.45,0.12,4.88,0,0,10
-27.1,-21.42,1010.01,4.52,1.22,-4.03,0,0,10
-28.38,-21.61,1011.84,2.2,3.66,0.73,0,0,10
-28.38,-21.61,1011.84,2.69,0,-8.3,0,0,10
-29.66,-22.52,1011.66,1.34,0,4.52,0,0,10
-29.66,-22.52,1011.66,4.64,-5.25,-3.54,0,0,10
-26.55,-21.97,1009.46,0.85,7.45,8.42,0,0,11
-26.55,-21.97,1009.46,2.93,-0.85,-0.98,0,0,10
-26.37,-17.76,1011.84,-3.05,-2.2,-4.03,0,0,10
-26.37,-17.76,1011.84,-2.93,1.71,-5.62,0,0,10
-27.83,-21.24,1010.56,5,5.98,-4.03,0,0,10
-27.83,-21.24,1010.56,4.64,-1.59,5.37,0,0,10
-29.3,-20.51,1011.47,-1.95,-2.56,3.42,0,0,10
-29.3,-20.51,1011.47,5.25,-1.34,-9.28,0,0,10
-25.82,-19.78,1012.21,-1.22,1.1,7.08,0,0,10
-25.82,-19.78,1012.21,0.85,5,13.18,0,0,10
-25.82,-18.49,1011.11,-4.27,0.37,-3.54,0,0,10
-25.82,-18.49,1011.11,-0.85,4.52,-7.2,0,0,10
-25.82,-18.49,1011.11,-2.32,-1.46,-12.21,0,0,10
-25.82,-18.49,1011.11,0.85,-5.86,-11.6,0,0,10
-24.54,-19.59,1012.39,0.12,3.3,1.59,0,0,10
-24.54,-19.59,1012.39,0.85,0.37,1.46,0,0,10
-25.82,-20.87,1011.47,-1.71,-6.47,-6.96,0,0,10
-25.82,-20.87,1011.47,-8.06,-1.71,1.83,0,0,10
-26.37,-24.72,1010.38,-2.69,1.46,0.98,0,0,10
-26.37,-24.72,1010.38,-6.96,-5.86,2.93,0,0,10
-26.55,-22.89,1012.94,6.23,-6.96,4.15,0,0,10
-26.55,-22.89,1012.94,1.46,4.39,1.83,0,0,10
-30.21,-24.35,1011.66,3.17,5.49,-1.46,0,0,10
-30.4,-23.62,1010.38,-1.1,-3.54,-1.59,0,0,10
-30.4,-23.62,1010.38,3.78,-3.3,1.34,0,0,10
-29.66,-24.9,1009.64,-4.03,-0.61,-4.15,0,0,10
-29.66,-24.9,1009.64,1.22,5.74,-2.44,0,0,10
-28.75,-23.62,1010.01,1.71,2.44,6.59,0,0,9
-28.75,-23.62,1010.01,3.54,-3.05,7.08,0,0,10
-28.75,-23.62,1010.01,0.61,-1.71,0,0,0,10
-28.75,-23.62,1010.01,3.3,2.81,-2.93,0,0,10
-28.75,-23.62,1010.01,-2.93,-2.2,0,0,0,10
-28.75,-23.62,1010.01,-3.05,-0.98,2.69,0,0,10
-28.75,-21.06,1011.47,-2.69,-2.44,-5.49,0,0,10
-28.75,-21.06,1011.47,5.74,1.59,9.03,0,0,10
-28.56,-23.07,1013.12,-4.03,-2.32,-1.71,0,0,10
-28.56,-23.07,1013.12,-10.25,-4.15,-3.42,0,0,11
-27.1,-22.71,1011.66,-8.54,-0.24,-1.83,0,0,10
-27.1,-22.71,1011.66,2.2,1.71,6.59,0,0,10
-29.3,-19.41,1012.39,0.98,-1.83,1.83,0,0,10
-29.3,-19.41,1012.39,-4.27,1.34,-1.46,0,0,10
-26.37,-19.59,1010.01,-1.22,-3.17,2.44,0,0,10
-26.37,-19.59,1010.01,-2.56,2.2,-5.98,0,0,10
-27.65,-21.24,1011.11,4.88,4.15,0.12,0,0,10
-27.65,-21.24,1011.11,-1.46,-1.59,0.61,0,0,10
-28.93,-19.23,1012.94,2.44,1.1,1.83,0,0,10
-28.93,-19.23,1012.94,1.1,-0.85,6.71,0,0,11
-27.1,-22.89,1013.67,1.83,-0.24,-3.54,0,0,10
-27.1,-22.89,1013.67,-5.86,3.91,0.98,0,0,10
-27.28,-22.71,1010.74,1.95,-1.1,8.42,0,0,9
-27.28,-22.71,1010.74,1.71,4.88,-3.05,0,0,10
-26.55,-21.42,1012.02,-5.13,3.17,-3.54,0,0,10
-26.55,-21.42,1012.02,-0.49,1.95,1.34,0,0,11
-25.63,-19.96,1009.46,-1.95,1.71,10.25,0,0,10
-25.63,-19.96,1009.46,1.83,2.93,-4.64,0,0,10
-27.47,-23.8,1011.66,-0.49,0.24,6.35,0,0,10
-27.47,-23.8,1011.66,3.78,-7.45,16.24,0,0,11
-26.55,-21.79,1013.12,-0.24,3.91,-0.37,0,0,10
-26.55,-21.79,1013.12,-3.91,-3.78,1.34,0,0,10
-28.56,-21.61,1010.01,-0.37,0.61,3.66,0,0,9
-28.56,-21.61,1010.01,8.18,-2.69,9.16,0,0,10
-29.48,-22.34,1007.81,0.85,-4.76,-5.62,0,0,10
-29.48,-22.34,1007.81,4.76,-4.76,4.27,0,0,10
-27.47,-21.97,1008.36,-5.49,3.05,-2.56,0,0,9
-27.65,-25.45,1009.83,2.2,-4.03,-0.24,0,0,10
-27.65,-25.45,1009.83,-2.93,1.83,3.3,0,0,10
-27.65,-24.35,1010.56,0.49,-3.78,5.98,0,0,10
-27.65,-24.35,1010.56,2.08,-5.86,-2.69,0,0,9
-28.75,-24.54,1010.56,-3.3,-0.98,-6.23,0,0,10
-28.75,-24.54,1010.56,-4.52,1.59,-0.98,0,0,10
-28.75,-24.54,1010.56,1.46,-7.2,0,0,0,11
-28.75,-24.54,1010.56,1.22,4.39,-3.42,0,0,10
-28.75,-24.54,1010.56,-1.83,2.56,-1.95,0,0,10
-28.75,-24.54,1010.56,-7.69,1.71,4.64,0,0,10
-28.02,-22.89,1009.09,6.71,2.32,6.96,0,0,10
-28.02,-22.89,1009.09,0.73,4.52,-4.03,0,0,10
-29.3,-25.45,1010.01,-2.56,1.46,0.37,0,0,10
-29.3,-25.45,1010.01,-1.95,1.46,-2.2,0,0,10
-29.11,-24.17,1008.36,-5.74,-0.24,-0.85,0,0,10
-29.11,-24.17,1008.36,-5.25,-3.42,0.85,0,0,11
-26.18,-22.34,1010.74,0.98,1.59,0.49,0,0,10
-26.18,-22.34,1010.74,3.42,-2.2,0.24,0,0,10
-28.75,-20.32,1011.11,5.13,4.15,6.1,0,0,10
-28.75,-20.32,1011.11,2.08,-4.52,4.52,0,0,10
-25.82,-23.99,1009.09,-0.98,1.46,1.83,0,0,10
-25.82,-23.99,1009.09,2.81,5.25,0.73,0,0,10
-25.63,-22.52,1011.66,-1.1,-3.66,-3.3,0,0,10
-25.63,-22.52,1011.66,-0.61,1.1,-2.08,0,0,10
-25.45,-23.8,1010.01,8.06,-0.61,1.83,0,0,10
-25.45,-23.8,1010.01,2.32,-3.05,7.57,0,0,9
-24.9,-21.61,1009.64,3.3,4.76,-0.73,0,0,10
-24.9,-21.61,1009.64,-3.54,-1.95,-4.52,0,0,11
-26.73,-21.42,1010.19,1.34,-2.69,6.71,0,0,10
-26.73,-21.42,1010.19,2.08,3.78,4.88,0,0,10
-26.55,-21.97,1011.47,3.42,0.37,-7.81,0,0,10
-26.55,-21.97,1011.47,-0.98,-7.32,4.88,0,0,10
-28.02,-22.16,1010.93,-2.44,-4.64,1.59,0,0,10
-28.02,-22.16,1010.93,0.85,4.76,-6.23,0,0,10
-27.65,-21.79,1010.56,-4.88,0.61,1.22,0,0,10
-27.65,-21.79,1010.56,4.76,5.74,-3.17,0,0,10
-26.55,-21.79,1010.01,-3.05,-0.12,2.69,0,0,10
-26.55,-21.79,1010.01,3.78,5.74,1.71,0,0,10
-26.73,-21.79,1010.19,5.74,0.12,4.03,0,0,10
-26.73,-21.79,1010.19,-4.52,-4.15,-1.59,0,0,10
-27.65,-20.51,1009.83,0.73,-0.73,-0.24,0,0,10
-28.75,-22.52,1012.21,4.52,1.34,7.81,0,0,10
-28.75,-22.52,1012.21,-4.15,-3.54,-0.37,0,0,11
-29.85,-23.44,1009.64,-4.88,-4.15,-0.98,0,0,11
-29.85,-23.44,1009.64,3.17,0.85,-2.44,0,0,9
-26.55,-22.71,1012.21,2.32,-3.54,-7.93,0,0,10
-26.55,-22.71,1012.21,4.03,1.59,1.34,0,0,11
-26.55,-22.71,1012.21,-0.12,1.1,-6.59,0,0,10
-26.55,-22.71,1012.21,5.13,-1.71,4.03,0,0,10
-26.55,-22.71,1012.21,-2.32,1.71,-4.52,1,-1,10
-26.55,-22.71,1012.21,9.03,1.22,2.81,0,0,10
-27.28,-21.61,1011.84,-3.3,0.73,-0.37,0,0,10
-27.28,-21.61,1011.84,1.83,3.3,4.03,0,0,10
-26.55,-22.16,1010.38,2.44,0.24,0.37,0,0,10
-26.55,-22.16,1010.38,-3.3,-5.37,1.83,0,1,10
-26.18,-21.24,1010.01,5.37,4.88,0.73,0,0,10
-26.18,-21.24,1010.01,1.1,-2.2,0.98,0,0,10
-27.1,-21.06,1010.56,3.66,1.22,-3.17,0,0,9
-27.1,-21.06,1010.56,0.98,5,-6.71,-1,0,10
-26.37,-22.89,1011.84,1.83,-2.2,1.83,0,0,10
-26.37,-22.89,1011.84,5.25,1.59,16.85,0,0,10
-27.28,-21.61,1010.01,-0.12,2.56,-5.62,0,0,10
-27.28,-21.61,1010.01,3.91,-2.56,-4.52,0,0,10
-26.55,-20.14,1012.02,0.37,2.08,1.95,0,0,10
-26.55,-20.14,1012.02,2.32,-3.05,0.98,0,0,10
-26.18,-21.42,1011.29,-0.98,1.46,2.08,0,0,10
-26.18,-21.42,1011.29,-6.47,1.46,2.56,0,0,10
-27.65,-22.16,1012.39,-3.17,1.71,1.34,0,0,10
-27.65,-22.16,1012.39,0,-6.23,-5.74,0,0,10
-26.55,-22.16,1011.47,-4.03,5.49,1.34,0,0,10
-26.55,-22.16,1011.47,-5.74,-3.17,3.42,0,0,10
-25.45,-20.32,1010.93,-9.64,-2.2,-6.59,0,0,10
-25.45,-20.32,1010.93,0.61,-7.45,3.42,0,0,10
-26.18,-22.89,1013.85,1.83,-1.83,-2.2,0,0,10
-26.18,-22.89,1013.85,-5.86,-3.17,1.59,0,0,10
-26.55,-20.14,1011.47,-0.12,2.08,-2.81,0,0,9
-26.55,-20.14,1011.47,0.61,6.23,-1.71,0,0,10
-27.28,-21.97,1010.38,3.17,2.32,-7.69,0,0,10
-27.28,-21.97,1010.38,0,3.05,-4.76,0,0,10
-26.55,-23.8,1011.66,2.81,-0.98,0.98,0,0,10
-26.55,-23.8,1011.66,-3.17,0.98,3.05,0,0,10
-26.37,-22.34,1011.84,-0.61,-2.44,0,0,0,10
-23.8,-21.06,1010.19,3.66,3.78,-4.88,0,0,11
-23.8,-21.06,1010.19,1.59,13.67,5.86,0,0,10
-25.27,-23.07,1009.28,-2.32,6.35,0.98,0,0,10
-25.27,-23.07,1009.28,0,-6.1,-0.85,0,0,10
-27.83,-22.16,1009.09,0.12,0,0.61,0,0,10
-27.83,-22.16,1009.09,0.73,0.24,3.3,0,0,10
-29.85,-22.34,1008.54,-2.93,-1.83,-5.37,0,0,10
-29.85,-22.34,1008.54,-0.98,-1.83,0.12,0,0,10
-29.85,-22.34,1008.54,8.54,3.78,0.37,0,0,10
-29.85,-22.34,1008.54,-1.46,-0.49,-6.47,0,0,10
-28.75,-21.79,1011.29,-5.86,-0.12,-2.08,0,0,10
-28.75,-21.79,1011.29,-2.32,3.66,-0.37,0,0,10
-27.28,-25.63,1011.84,3.78,2.08,-6.71,0,0,10
-27.28,-25.63,1011.84,2.32,0.37,-1.83,0,0,10
-26.73,-23.44,1011.29,0.49,5.25,5.25,0,0,10
-26.73,-23.44,1011.29,-4.88,-6.1,-8.67,0,0,11
-27.47,-23.62,1010.38,-2.93,1.95,-9.28,0,0,10
-27.47,-23.62,1010.38,5.37,-1.83,-3.42,0,0,10
-26.92,-21.97,1008.54,-1.95,1.1,1.83,0,0,10
-26.92,-21.97,1008.54,-0.73,-2.56,-2.44,0,0,10
-25.27,-24.35,1009.83,-4.88,0,0.37,0,0,10
-25.27,-24.35,1009.83,-3.3,-1.22,0.37,0,0,10
-25.63,-24.72,1011.11,4.88,0.49,6.71,0,0,10
-25.63,-24.72,1011.11,-0.49,5.49,-0.49,0,0,10
-26.73,-23.25,1011.29,7.45,0.73,9.77,0,0,10
-26.73,-23.25,1011.29,3.3,1.71,1.71,0,0,10
-25.27,-22.52,1009.28,2.93,0.98,0.24,0,0,10
-25.27,-22.52,1009.28,10.86,-0.12,-1.95,0,0,11
-25.09,-24.35,1010.01,1.22,2.69,-0.49,0,0,10
-25.09,-24.35,1010.01,0.24,-5.49,-6.35,0,0,10
-27.65,-21.42,1010.56,2.56,1.71,-4.64,0,0,10
-27.65,-21.42,1010.56,-0.98,-5.49,5.25,0,0,10
-25.63,-20.69,1012.21,5.74,-5.62,-10.74,0,0,10
-25.63,-20.69,1012.21,4.64,1.1,6.84,0,0,10
-27.47,-22.52,1011.84,3.78,2.81,1.46,0,0,10
-27.47,-22.52,1011.84,-0.61,5.98,-0.37,0,0,10
-26,-19.59,1010.38,-2.93,2.32,-6.1,0,0,10
-26,-19.59,1010.38,1.71,3.66,1.34,0,0,10
-28.56,-20.51,1013.12,-3.3,6.23,-8.79,0,0,10
-28.56,-20.51,1013.12,-1.34,6.1,10.13,0,0,10
-26.55,-19.78,1012.39,-1.95,2.56,-5.37,0,0,10
-29.11,-21.24,1009.46,1.83,1.71,0.12,0,0,11
-29.11,-21.24,1009.46,2.44,-0.24,-1.95,0,0,10
-28.02,-22.34,1010.19,1.59,-1.34,-2.08,0,0,10
-28.02,-22.34,1010.19,-3.66,-5.13,0.37,0,0,11
-27.1,-20.69,1011.84,6.35,8.06,-0.24,0,0,10
-27.1,-20.69,1011.84,-6.59,-1.83,-1.83,0,0,10
-25.09,-21.06,1010.74,-1.95,1.34,-4.76,0,0,10
-25.09,-21.06,1010.74,-6.96,-0.37,-6.84,0,0,10
-25.09,-21.06,1010.74,2.69,-4.03,-7.32,0,0,10
-25.09,-21.06,1010.74,-4.15,-3.42,1.34,0,0,10
-27.65,-24.72,1010.56,3.17,1.71,7.2,0,0,10
-27.65,-24.72,1010.56,-2.2,4.03,-1.1,0,0,10
-28.02,-23.25,1011.47,1.71,7.2,-0.24,0,0,10
-28.02,-23.25,1011.47,3.17,1.22,3.3,0,0,10
-27.28,-21.79,1009.28,5.13,1.71,-2.32,0,0,11
-27.28,-21.79,1009.28,-5.25,-0.73,1.83,0,0,10
-26.55,-23.8,1007.63,0,-1.83,-1.95,0,0,9
-26.55,-23.8,1007.63,-2.81,-3.17,-0.85,0,0,10
-25.82,-22.71,1007.63,-3.66,-1.83,-3.05,0,0,9
-25.82,-22.71,1007.63,-6.84,-1.83,-6.1,0,0,11
-26.55,-21.79,1011.84,-0.37,-4.15,-13.79,0,0,9
-26.55,-21.79,1011.84,-0.37,1.83,3.66,0,0,10
-28.2,-19.23,1009.83,3.42,4.64,0.73,0,0,10
-28.2,-19.23,1009.83,-2.56,3.17,1.34,0,0,10
-27.65,-21.79,1009.28,-3.54,-5.62,-1.22,0,0,10
-27.65,-21.79,1009.28,1.34,2.08,-2.93,0,0,10
-28.2,-21.61,1009.64,0.85,-1.46,4.88,0,0,10
-28.2,-21.61,1009.64,-7.2,-2.08,-4.64,0,0,10
-29.66,-22.16,1009.28,3.3,2.93,0.85,0,0,10
-29.66,-22.16,1009.28,0.73,-2.08,-3.66,0,0,10
-28.2,-23.8,1008,-2.32,-2.81,-0.85,0,0,10
-28.2,-23.8,1008,0.24,-1.1,1.71,0,0,10
-26.55,-22.52,1008.54,10.01,-3.91,7.45,0,0,10
-26.55,-22.52,1008.54,2.32,0.12,2.56,0,0,10
-27.83,-20.51,1012.94,0,2.08,-1.83,0,0,10
-27.83,-20.51,1012.94,2.69,0.98,0,0,0,10
-26.37,-22.71,1009.64,1.22,-1.59,-6.96,0,0,10
-26.37,-22.71,1009.64,4.15,3.91,-7.57,0,0,10
-26.92,-21.79,1009.09,3.17,-1.71,4.88,0,0,10
-26.92,-21.79,1009.09,-9.16,-2.08,-8.54,0,0,10
-28.02,-23.62,1010.19,3.3,0.12,-5,0,0,10
-26.73,-23.25,1010.93,9.03,-1.83,1.1,0,0,10
-26.73,-23.25,1010.93,1.1,-4.39,5.98,0,0,10
-27.65,-23.62,1009.64,3.66,-4.15,2.69,0,0,10
-27.65,-23.62,1009.64,-0.61,3.66,-3.42,1,0,10
-28.38,-26.18,1009.83,-3.3,-0.37,3.66,0,0,10
-28.38,-26.18,1009.83,-0.98,6.71,3.54,0,0,10
-26.73,-24.72,1011.84,-0.61,0.12,-0.98,0,0,10
-26.73,-24.72,1011.84,5.98,-1.95,-1.22,0,0,10
-26.73,-24.72,1011.84,3.42,1.71,2.2,0,0,10
-26.73,-24.72,1011.84,-2.32,0.85,3.91,-1,0,10
-27.65,-23.8,1011.66,-2.56,-5.37,-2.2,0,0,10
-27.65,-23.8,1011.66,5.74,-1.83,-0.49,0,0,10
-27.28,-23.44,1012.02,-2.56,1.46,-3.78,0,0,10
-27.28,-23.44,1012.02,-4.88,-1.83,-5.62,0,0,10
-27.1,-23.99,1010.38,0.24,-4.15,-7.93,0,0,10
-27.1,-23.99,1010.38,-6.35,-0.12,5.13,0,0,10
-27.1,-24.17,1010.74,2.32,-2.56,-2.32,0,0,10
-27.1,-24.17,1010.74,3.05,1.46,2.56,0,0,11
-28.2,-23.07,1012.02,2.81,-2.69,-8.42,0,0,10
-28.2,-23.07,1012.02,-3.3,-3.91,0,0,0,10
-28.38,-21.24,1010.74,-2.44,-0.37,-2.32,0,0,10
-28.38,-21.24,1010.74,-3.3,-3.54,-4.39,0,0,10
-29.48,-18.13,1011.47,1.59,-1.83,6.59,0,0,10
-29.48,-18.13,1011.47,3.42,0.98,2.32,0,0,10
-26.37,-20.69,1012.39,-4.88,-1.83,9.89,0,0,10
-26.37,-20.69,1012.39,-3.91,0.85,-3.78,0,0,10
-26,-21.42,1011.66,0.85,-1.83,-3.3,0,0,11
-26,-21.42,1011.66,-4.76,-4.15,-1.83,0,0,10
-29.3,-21.79,1010.93,-7.08,1.22,2.56,0,0,10
-29.3,-21.79,1010.93,-1.1,-1.1,1.95,0,0,11
-26.37,-20.51,1010.56,-4.15,1.83,-3.54,0,0,10
-26.37,-20.51,1010.56,2.69,4.64,2.69,0,0,10
-25.09,-18.31,1012.76,-3.05,-0.24,-0.73,0,0,10
-25.09,-18.31,1012.76,0.37,2.08,-2.08,0,0,10
-26,-20.14,1011.66,6.84,-0.98,3.42,0,0,10
-26,-20.14,1011.66,-1.59,-4.64,6.1,0,0,10
-27.28,-20.51,1011.66,3.54,-4.15,6.71,0,0,10
-27.28,-20.51,1011.66,-1.34,4.52,4.76,0,0,10
-26,-21.42,1011.66,-5.13,0.37,0.37,0,0,10
-26,-21.42,1011.66,0.85,3.54,-2.44,0,0,10
-25.45,-21.61,1010.38,-5.25,5.13,-8.18,0,0,10
-25.45,-21.61,1010.38,11.23,2.08,1.71,0,0,10
-25.45,-21.61,1010.38,3.3,1.59,2.93,0,0,10
-27.65,-23.44,1010.01,-1.59,1.46,3.3,0,0,10
-27.65,-23.44,1010.01,0.37,0,3.05,0,0,10
-26,-23.8,1011.29,3.78,-1.95,-4.76,0,0,10
-26,-23.8,1011.29,5.86,-1.83,1.59,0,0,10
-28.75,-23.8,1013.85,-5.86,-0.24,4.03,0,0,10
-28.75,-23.8,1013.85,-1.59,-2.81,-5.37,0,0,10
-28.75,-23.8,1013.85,2.69,6.23,-6.84,0,0,10
-28.75,-23.8,1013.85,-4.64,-6.23,-4.39,1,-1,10
-27.28,-22.71,1012.39,2.81,0,-3.17,0,0,9
-27.28,-22.71,1012.39,-5.13,-3.3,-0.98,0,0,10
-28.02,-23.07,1012.02,0,-1.1,-4.88,0,0,10
-28.02,-23.07,1012.02,1.34,4.64,4.03,0,0,11
-28.2,-20.14,1011.47,1.83,11.47,-4.76,0,0,11
-28.2,-20.14,1011.47,-3.54,1.46,-3.66,0,0,10
-29.48,-23.25,1011.47,-7.69,1.34,6.47,0,0,10
-29.48,-23.25,1011.47,-0.98,-2.32,-5.74,0,0,9
-28.93,-21.97,1011.11,-9.89,-4.15,-2.81,0,0,10
-28.93,-21.97,1011.11,-0.73,1.46,-5.37,0,0,10
-27.65,-19.96,1012.02,5.37,0.61,-2.08,0,0,10
-27.65,-19.96,1012.02,4.76,3.66,-1.59,0,1,10
-27.47,-22.52,1010.38,-5.86,-2.44,-6.47,0,0,10
-27.47,-22.52,1010.38,-6.35,-9.64,-1.22,0,0,10
-28.56,-19.59,1009.83,-3.05,0,9.28,0,0,10
-28.56,-19.59,1009.83,3.66,-3.42,0.12,0,0,10
-29.85,-22.52,1008.91,4.27,-7.57,-2.69,0,0,11
-29.85,-22.52,1008.91,-2.93,-2.69,-4.27,0,0,10
-27.28,-23.44,1010.93,-4.64,0.24,4.64,0,0,11
-27.28,-23.44,1010.93,-0.49,-6.96,-7.32,0,0,10
-26.37,-23.62,1010.19,-0.49,-5,3.66,0,0,10
-26.37,-23.62,1010.19,-1.71,-3.78,-4.15,0,0,10
-26.37,-23.62,1010.19,1.1,2.56,1.83,0,0,10
-26.37,-23.62,1010.19,-0.85,0,-0.24,0,0,10
-25.82,-20.51,1010.56,0.24,4.39,-3.42,0,0,10
-25.82,-20.51,1010.56,-1.46,-3.05,-4.52,0,0,10
-25.63,-21.24,1009.83,3.91,2.2,4.39,0,0,10
-25.63,-21.24,1009.83,-6.47,0.61,-1.22,-1,0,10
-27.28,-21.97,1010.74,-5.62,0,-8.54,0,0,10
-27.28,-21.97,1010.74,4.03,-0.37,-1.83,0,0,10
-27.47,-23.62,1008.91,2.2,-2.2,-1.22,0,0,10
-27.47,-23.62,1008.91,-0.98,-1.22,4.27,0,0,10
-27.47,-23.62,1008.91,0.73,-1.22,-7.69,0,0,10
-27.1,-21.79,1010.56,-3.91,-0.37,3.05,0,0,10
-27.1,-21.79,1010.56,-2.81,-1.22,-1.59,0,0,10
-27.1,-20.87,1010.38,-2.56,-1.1,-2.81,0,0,10
-27.1,-20.87,1010.38,8.3,1.83,0.98,0,0,11
-30.58,-22.16,1010.01,-2.69,-3.54,2.56,0,0,10
-30.58,-22.16,1010.01,-0.61,1.1,3.05,0,0,10
-30.58,-22.16,1010.01,5.13,-2.93,1.71,0,0,10
-30.58,-22.16,1010.01,3.3,5.98,-6.96,0,0,10
-29.3,-19.78,1012.94,-5.37,2.93,4.27,0,0,10
-29.3,-19.78,1012.94,4.03,5.74,2.56,0,0,10
-27.1,-23.07,1010.56,-1.59,-4.03,-6.96,0,0,10
-27.1,-23.07,1010.56,-0.98,1.46,-7.32,0,0,10
-29.48,-21.61,1010.38,1.34,0.37,11.11,0,0,10
-29.48,-21.61,1010.38,-3.54,3.3,0.24,0,0,10
-29.11,-21.06,1010.74,0.49,1.34,-2.32,1,0,10
-29.11,-21.06,1010.74,-6.84,2.2,3.54,0,0,10
-26,-21.97,1011.11,0,-1.46,6.35,0,0,10
-26,-21.97,1011.11,5,1.95,-4.52,0,0,10
-27.65,-23.44,1009.28,-1.71,-2.93,-1.95,0,0,10
-27.65,-23.44,1009.28,2.81,-1.22,-1.1,0,0,10
-28.38,-26.73,1010.19,-3.17,0,-2.32,0,0,10
-28.38,-26.73,1010.19,1.22,0.98,2.08,-1,0,10
-26.92,-21.42,1010.93,1.71,0.24,-1.59,0,0,10
-26.92,-21.42,1010.93,2.69,-1.46,6.47,0,0,10
-26.92,-21.06,1011.29,-2.2,-1.1,-8.79,0,0,10
-26.92,-21.06,1011.29,1.83,5.74,4.03,0,0,10
-28.56,-25.09,1011.11,1.34,2.93,2.2,0,0,10
-28.56,-25.09,1011.11,0,-1.22,1.1,0,0,10
-29.11,-21.24,1010.01,1.71,-6.35,-5.62,0,0,9
-29.11,-21.24,1010.01,-0.49,3.91,-0.85,0,0,9
-29.11,-21.24,1010.01,5.25,-0.73,-0.24,0,0,11
-29.11,-21.24,1010.01,1.71,-8.79,2.32,0,0,10
-27.28,-22.89,1011.47,-0.98,-5.62,11.72,0,0,10
-27.28,-22.89,1011.47,0.61,1.1,1.1,0,0,10
-25.27,-21.06,1013.12,4.52,2.2,-2.08,0,0,10
-25.27,-21.06,1013.12,-2.81,-3.42,2.69,0,0,10
-25.27,-20.14,1010.93,-2.44,1.22,5.49,0,0,10
-25.27,-20.14,1010.93,-3.3,-3.54,-5.25,0,0,10
-27.28,-20.69,1011.66,-5.62,2.93,-14.4,0,0,10
-27.28,-20.69,1011.66,1.1,0.61,2.56,0,0,10
-27.28,-20.69,1011.66,-0.49,0.24,6.47,0,0,10
-24.54,-20.87,1009.83,6.71,0.73,5.13,0,0,10
-24.54,-20.87,1009.83,1.22,-3.05,-1.46,0,0,10
-28.93,-18.86,1012.57,0.24,-4.39,-6.84,0,0,10
-28.93,-18.86,1012.57,4.27,-3.17,-0.98,0,0,10
-28.93,-19.41,1013.49,3.17,-0.37,2.2,0,0,9
-28.93,-19.41,1013.49,3.05,1.95,4.76,0,0,10
-28.93,-19.41,1013.49,-3.05,2.2,-1.46,0,0,10
-28.93,-19.41,1013.49,-3.66,-1.71,8.06,0,0,10
-25.27,-20.69,1012.21,1.22,3.42,5.74,0,0,10
-25.27,-20.69,1012.21,-2.69,0.12,1.1,0,0,10
-27.47,-22.52,1013.12,-0.61,4.15,2.2,0,0,10
-27.47,-22.52,1013.12,-0.98,1.95,2.44,0,0,10
-28.2,-19.96,1010.38,0.61,4.27,-1.83,0,0,10
-28.2,-19.96,1010.38,7.08,1.59,2.93,0,0,10
-27.83,-20.87,1012.94,1.59,4.27,4.88,0,0,10
-27.83,-20.87,1012.94,-2.56,-0.61,1.1,1,0,10
-27.1,-19.59,1014.95,5.86,3.66,-5.49,0,0,10
